review,star
엄청난 명작이네요. 대단햡니다  ,2
말을 말자 장난하는것도 아니고  ,1
이게 영화냐? ㅋㅋ 열자  ,1
굳이 진지한 배경설정과 멋있는 전투갑옷을 두고 로맨스 영화를 찍어야했는가 ... 아깝다 ... ㅠㅠㅠ  ,4
마녀-인랑 다시는 한국영화 안보고 싶어진다...  ,1
한 30분 보다가 애국가와 동급이란걸 확인하고 잠이나 잘려고 했는데 잠 좀 들만하면 총소리 나서 잠도 못 잠 ㅡㅡ  ,1
와나 심혐래감독이 만든영화인줄 디워가 더잼있게느껴진다. 갑자기 액션에서 로맨스에서 sf로갔다가 동화같은결말. 내금요일을 이딴걸로 시간을버리다니 내돈돌리도~  ,1
평점알바진짜 ㅋㅋ 영화보다방금나왓다중간에 돈많으면보세요 ㄹㅇㅋㅋ이윤희위치추적기키자마자 나왔음 개암걸리고 억지로맨스ㅋㅋ  ,1
"박평식, 왜 별점 없냐.... 제길 ㅠㅠ  ",2
완전 식상. 놈놈놈에서 봤던 신박함이 없다. 중간에 한효주가 왜 그런 길로 빠졌는지 정우성이 설명하는데 내용 하나도 귀에 들어오지도 않고 사실 별로 중요하지도 않다. 액션조차 어째 긴장감이나 화끈함이 없냐..  ,2
스토리가 없다. 그렇다고 연기가 좋은 것도 아니고... 지루하다.  ,1
잘 끓여진 라면에 찬 물 한바가지 들이붓는 김지운식 원작 조리법. 2점은 원작을 위해  ,4
하아~~~배우 아깝다.  ,4
"보고싶지만,한중위 사건으로 인해한효주씨 때문에 안보기로..우리는 지금..우리의 기득세력을 ..없애야 한다.  ",2
"관람객강동원은 잘생겼다,,  ",2
예고편부터 7광구 느낌나더라  ,1
ㅋㅋ뭔 10점임 정말 영화는 봤냐?  ,1
하아....여자친구한테 내가 안본다고 그렇게 얘기를했건만 여자친구도 실망중 노잼  ,2
아  답이 없음 ㅜㅜ 어떻하면 좋지  ,1
시사회 당첨되서 갔다.. 돈주고 봤으면 아까울뻔....  ,1
주관적인 생각일 뿐 입니다  ,1
사람마다 보는 눈이 다르니 감히 망작이라 얘기를 안한다만... 휴....  ,1
"스토리 진짜 억지인지, 편집을 못한건지,성냥팔이소녀의재림이후 최악인 영화  ",1
기모리리리리ㅣ리리리리릴  ,1
"개연성 떨어지는 전개, 현실감 없는 대사.. 그저 배우들의 얼굴 파티.  ",1
한국영화가 다그렇지 뭐전형적인 한국영화라서 뭐 놀랍지도 않다  ,1
차라리 원작자 오시이 마모루데리고와서 감독시키지....  ,1
한국영화 보는이유가 그래도 스토리가 좋아서 보는데 이건 스토리부터 엉망이라서 볼 가치가없음  ,2
내용에 웃기고 멜로에 웃기고 민호연기에서 개빵터짐 ㅋㅋ  ,2
지루....하다 ㅠㅠ  ,1
자랑스런 ? 친일의 자식이 영화를 이렇게 엉엉  ,2
헐 너무하네요 돈이 너무 아까워서ㅜㅜ  ,1
영화가아님 그냥 피서지로....  ,1
유명한 배우 나왔다고 영화봤는데 이게 뭐람  ,1
영화가 그냥 헛웃음이 나옵니다  ,1
영화 초반엔 기대 많이됐는대그게 다 였다니 ㅋㅋㅋㅋ  ,1
그냥 동네 꼬마들 불러다 총싸움하라고 해도 이것보단 잘 만들겠다  ,1
아직보지않았지만 심각할듯합니다  ,1
보다가 내가 짐승이 될뻔했다  ,1
ㅡㅡ날도 더운데  물이나 한잔...  ,2
아 톰 형 보길 잘했다....미션 임파서블 진짜 개미쳤어요 꼭보세요  ,1
인:인내심이 극에 달해서 참고 참다가랑:낭심 찰 뻔  ,1
이런 최악의 영화  정우성 실망  ,2
연기도 없고 스토리도 없고액션도 없고 멜로도 없고개연성도 없도 반전도 없고  ,1
관람객잼없어요 내돈.. 발로 스토리 써도 잘만들겠다  ,2
내가 왜 개봉을 손꼽아 기다리며 봤을까...ㅠㅠ 내돈과 시간 ㅠㅠ 의미없고 지나치게 긴 총싸움 너무 지루했어요..  ,1
뭐 이런....핵노잼 개연성 제로...돈버림  ,2
와...38년살면서 이런 뭐같은 영화는 처음본다공짜로 보는거였는데도뭔가 진짜 아깝고 기분더럽다.진짜 뭐 이런 ....진짜 회사에서 일이나 더할걸 괜히 보러갔다  ,1
2000년 일본 애니가 원작이고 원작을 인상깊게 봤으나한국에서 만든 2018 인랑 영화는 원작을 얼마나 엉망으로 만들수  있는지 잘보여준 사례  ,1
오늘부터 내인생은 인랑을 보기 전과 후로 나뉜다.  ,1
좌파 우파 다 거르고 노잼이라고 그냥노 잼  ,1
강동원 아니었음 진짜 잤다..  ,4
원작을 본 사람으로서 느낀건 감독이 욕심부리다 산으로 간듯...원작을 그대로 따라가기엔 지루할것 같아서 이것 저것 넣은것 같은데 결국엔 감정선은 못잡고 액션신은 뜬금없는꼴이 되버림..  ,5
윤태호 웹툰 프리퀄이 더 낫다는 생각은 나 뿐인지. 차라리 아수라나 다시 봐야겠다.  ,2
나도 같이 예기하고 싶다. 뭐라는지 알 수가 없네...  ,6
인랑? 어  그래 인나서 잘가고ㅎㅎ  ,1
예고편에 낚인 1인. 액션은 어따 팔아묵었냐.  ,1
하..이건머지 내취미생활인 영화에 평생오점으로 남겟네  ,2
쓰레기쓰레기쓰레기쓰레기  ,1
더위피하러 봤는데 더 덥다  ,2
너무 재미없어요 중말로  ,1
노답노답노답노답노답노답  ,1
"별 윤곽도 아깝다.,..,  ",1
정우성 강동원 나오는 영화 안본다 다 노잼  ,1
이거 영화죠? 내가 만들어도 더 재밌을듯  ,1
클래멘타인은 긴장해야 할것이다  ,1
우성이형 이제 영화 그만 찍자  정치 해야지  ,1
그냥 솔직히 말할께요. 영화 투자자 분들 보세요.정우성 꼴뵈기 싫어서 믿고 거릅니다. ^^  ,1
꼭봐라. 강추한다. 성냥팔이소녀 클레멘타인 다세포소녀 리얼을 잇는 계보임에 틀림없다. 내용은 둘째치고 나중에 극장에서 인랑봤다고  큰소리칠수있음. 인생에 있어 재밌는 안주거리가 될수있음  ,1
배우가 연기 공부는 안하고 정치질이나 하니 작품이 제대로 나오겠어? ㅉㅉ  ,1
아니 이거 내용도 지루하고 액션신도 구림... 주인공이 무슨 어벤져스히어로보다 안죽음 ㅈㄴ 사기캐임 ㅋㅋ  ,1
"미션도 보고 인랑도 봤다. 미션을 본 자, 인랑은 절대 보지 마라. 뷔페 갔다가 학교 앞 분식집 들어간 기분... 인랑을 본 자, 미션을 절대 보지 마라. 분식집에서 김말이 떡볶이로 배채우고 뷔페 가서 트림만 올리고 앉아있다...  ",1
가장 기억남는건 김무열 화내는 것 밖에 남지 않네요  ,1
믿고보는 김감독님팬으로서 많이 실망....  ,1
평점 0점주기도 만들어라 ㅈ나빡치니까 문화의날 때 본것으로 다행이라 생각한다  ,1
너무함 5천원도 아깝다고 생각들었음  ,1
관람객밀정도 구렸는데 인랑은 더 구리다.  셋트디자인도 완전.. 촌스럽고. 'OO새끼'는 왜케 대사에 자주 나와.  ,1
그냥 한번씩 봐봐그래야 돈이 얼마나 귀한건지 알겠지  ,1
ㅠㅠㅠㅠ돈이너무아까워요  ,1
돈버리고 싶으면 보세요^^  ,2
난민의 아버지 난버지 정우성이가 나온다고 해서 보러갔습니다. 잠들라 하면 총소리났음. 클레멘타인이랑 성냥팔이 소녀의 재림 만큼이나 한국 영화사에 길이길이 남을 망작입니다. 내돈 내고 본게아니라서 정말 다행입니다. 시간아까웠다. 별점 1개도 아깝다.  ,2
미션임파서블 볼껄 ㅠㅠㅠ  ,1
관람객개봉하자 마자 재미있게 봤습니다.  ,8
근사한 줄거리는 다 어디로 가고 왜 이런 영화를 찍었나.... ㅠㅠㅠㅠ  ,1
한효주는 이쁘고 강동원은 잘생김... 끝  ,2
난 재미있게 봤는데 평점이 왜 이렇죠.호불호가 갈릴순 있으나  리얼과 비교할만한 작품은 아닙니다.  ,8
정우성씨 이슬람 예멘난민과 함께 살기를 희망합니다. 아이 8명쯤 낳으시고... 우리나라 이슬람에 이미 침략받고 있는데 속고 있지요. 환경난민 전쟁난민 무지하게 들어올건데...우리 조상들 피땀흘려 지금 이 나라 지킨것입니다.  난민법 악용을 막지는  ,1
최악.. 잣다 잣어 후아..  ,1
너무 평이 안좋으니 궁금해서 봐야할듯 ㅋ  ,1
일본 취업 잘 되게해주세요! 성지순례왔습니다^^  ,1
이런걸 영화라고 찍다니. .차라리 일본야동 포르노를 보는게 정신건강에 좋을듯  ,2
캭 퉉 카아이으에악 퉤 퉷  ,1
여친이 보자고 졸라서 보러갔는데 자리에 몇명 앉아있지도 않음 5번정도 중간에 나가고 싶었음 3점정도 줄까 했는데 정우성때문에 1점 준다 내돈 내고 보는거였으면 절대로 안봤음 난민 정우성이 출연하는 영화는 내돈주고 볼일은 절대 없을듯  ,1
평점 1 이하는 없나요?  ,1
후회할 영화 독전다음으로 망작  ,1
강추 강추 와 진짜 재밌어요 ㅋㅋ 총으로 우다닥 쏘고 갑자기강동원 한효주 러브라인  볼만해요꼭보세요--저는 푸욱 자다가 왔어요 ㅡㅡ  ,1
영화계의 드루킹 성지...라고 오해 받고 저평가 되는 인랑 맞나요?  ,1
여자친구랑 보면서 이게..뭐지.. 싶었습니다.  ,1
저 돈을 들여서 백만을 못가네 ㅋㅋ 정치의도 불순한 영화의 최후  ,2
"이전에도 말했는데, 강동원님은 '일본 원작'인 영화를 꼭 두편이나 연달아 찍어야 했나요? 참...신기한 분이시네요;; 무엇보다 영화가 좋지도 않은데 말이죠;;  ",1
여주좀...바꾸지왜  ,1
정우성 씨는 앞으로 박근혜 탄핵/난민 문제 같은 정치 사회 문제에 그만 신경 쓰고 본인 연기력 늘리는 데 집중하시길  ,1
마지막에 부하가 인랑입니돠아아앜할때가 킬링포인트였음  ,1
고스트 라이더에 이어 내가 영화관에서 꾸벅 졸면서 본 2번째 영화였다  ,1
망작소문 났대서 미션임파서블 보고왔어요.ㅋㅋ  ,1
날짜 설정만 미래면 sf? 드론이 총쏘면 sf?배우들에게 빨대 꽂고 총만 쏴대는 통에 잠도 못자고 시원하게 시간만 죽이고 갑니다. 극장 시설팀 관계자분께 감사드립니다. 시원은 했어요.  ,1
리얼을  피했는데 리얼 재미없다  ,2
액션씬 볼생각이었으면  어벤저스를  한번 더봣지....  돈버릿네  ,1
좋은 소재를 이렇게 밖에 못만든다는게 안타까워 분명히 초반에 한반도 통일은 주변국 문제라면서 왜 지들끼리 싸우고 인랑은 여자한테 국수얻어먹고 마음넘어가고 이거 도대체 내용이 뭐지  ,1
망할라고 작정한 영화 한모씨 강모씨 안봐 산타나오는거도 ㅠ  ,1
관람객진심 망작...배우들 아까움  ,2
너무 무겁다. 액션씬 지겹다. 로보캅 보는 줄. 한효주가 머리풀고 거울 지날 때 스토리 예상했다. 후반부 빨간망토 이야기 나올 때 나가고 싶었다 진심. 좀 더 가볍게 갔으면 어땠을까. 소재도 좋고 배우도 좋은데 참 안타깝다  ,5
"영화도아님 졸라재미없음,폴아웃 보세요  ",1
안봤다. 근데 일본원작 그만써먹어라. 안봐도 훤히 보인다  ,2
기본은 시나리오다. 호화캐스팅하면 뭐함  ,4
차라리 느려터진 다스베이더 갑옷 벗고 아저씨처럼 싸우기라도 했으면 나았을텐데 어쩌다 이런 영화가....  ,1
"영화보는 눈 관대한데 이건 진짜 심했음,,,  ",1
불면증 치료제가 개발됐다!  ,1
이런  쓰레기  영화는처음이네요  ,2
"관람객역시나,,, 기대를 하고 봤으나,,, 별로네요  ",4
"예고편 개사기 수준, 10점 평점은 걍 개사기  ",1
김감독님 정치선전용 영화는 말고 진짜 영화를 만드세요  ,2
정말 재미가 옶다 정말 재미가  ,1
영화는 안봣지만 어케 평점이 1점아니면 10점 두개 밖에 없냐 고로 1점은 실제로 본 관객 10점은 알바란 말이네ㅋ  ,1
"""그리고 늑대는 빨간망토를 잡아 먹었다""가  ""그리고 늑대는 인간의 탈을 쓰고 자기배를 갈라 빨간망토를 살려주었다""라고  바끼는거지? 늑대가 인간되기 참 쉽구나 원작에 먹칠을 하고 말았다.. 젠장!!  ",2
생각보다 영 별로네영..  ,2
1점도 아깝다 정우성나오는 영화는 쭈욱 거르겠어요^^  ,1
이번영화는 관객들이 상영중에 화장실을가도 화나지않았어요 이해가 돼..  ,1
재미없어서 깜짝 놀람감동도 여운도 그렇다고 기억에 남는 인물이나 대사도 없음... 강동원 정우성 보러갔는데 강동원은 가면만쓰고 정우성은 분장으로 못생... ㅠ  ,1
액션 솔직히 넘 허접합니다. 스토리는 그렇다쳐도 액션이 너무구려요.... 존윅 손톱떼도안됩니다.  ,1
강동원얼굴보려고 갔는데 잠이들었내 미안해  원 ㅠ  ,1
예고편도 별로였으나 친구가 보쟤서 봤더니 개노잼.초반엔 흥미롭겟거니 감상하는데 한효주가 할머니가 말합니다~늑대가~짓걸이는데 여기저기서 한숨쉬는거 첨봄 ㅋㅋ개지루함.어느부분이 통일 관련된 내용?뜬금멜로는?긴장감도없이 총만 발사?2만원 아깝다 ㄹㅇ  ,1
스타일만 있고 스토리는 없네...배우들 무거운거 입고 고생한게 불쌍해지는 영화....ㅠㅠ  ,2
댓글알바ㅋㅋㅋㅋ 개극혐 진짜 보지마세요  ,1
인랑 보다가 자리에서 인랑습니다  ,1
인랑 볼 돈으로 팝콘사서 미션임파서블 보세요.  ,1
역시 한국인이라면 미션 임파서블을 봐야지  ,1
어휴... 감독님...ㅜㅜ 할인못받았으면 더 억울할뻔했어요..  ,1
별점 0개는 선택할수 없을까?  ,1
내돈주고 안봐서 1점드립니다.  ,1
"롯데시네마에서 어제 저녁 9시 20분에 남편과 보고 나오면서영화비 돌려달라고 외치고 싶었네여....원작은 어디다 갖다 버리고 한국 스토리 짜집기로 개차반 만들었는지~ 본질은 아예 쳐박아버린건지.... 여주도 연기꽝이고, 남주는 왜 이걸 찍었나여?  ",1
나만 이상했냐 뒤죽박죽 섞인 찰흙같았음 빠져들라하면 바뀌고 집중이 안됫음 이해도 잘안되고 2시간중에서 정우성 강동원 원샷말고는 인상 깊은거 단 1도 없음  ,1
많이 지루했다.가기전 평점 확인 안해본게 안타깝다  ,1
재미없어요제작비가 아까워요  ,1
클레멘타인도 피하고 왠만한거 다 피했는데 이걸 못피했네 아 내 돈...아 나의 여름밤의 시간들이여...아... 인생의 허무한 두시간이여...  ,1
절대 보지마세요.. 자꾸 한국영화 봐주닌깐 이따구로 만들지  ,1
Ssip no jam 에다가 정우성 난민발언때문에 1점  ,1
그냥 올해본 영화중 최악이다  ,1
나도  알바가 있다는걸 이제 믿는다.평점 10점 있내!  ,1
실망.. 진짜 재미없고 지루했네요  ,1
이런 쓰레기같은영화가 5.56점에 머물러있다는게 더빡침 더 내랴가야함  ,1
아..명작 리얼이 생각나네..  ,2
아가리 파이터 중졸 미필 정우성이가 북한 인민군 역할 하겠다는거부터가 실소를 남발했다 ㅋㅋㅋ 0점은 어디 없나?  ,1
이 배우들로 이렇게 밖에 못찍...었...  ,1
나레이션 과도한 영화는 ㅡ노잼!드라마도 똑같음!  다큐냐!  ,1
"전체적으로 노잼 입니다ㅠ,,,  ",4
전 이 영화를 보고 암이 나았습니다.  ,1
달아줄말이없다ㅋㅋㅎㅎ  ,1
보름에 한번씩은 영화보는데 두번쨰로 영화관에서 졸아봤다  ,1
"김지운 감독 놈놈놈 밀정 모두 볼만하게 만들었는데 ,,이제 맛이 간건가요?..영화를 이따위로 만들면 어쩌자는 건지., 주인공은 중장갑을 하고 있어서 총에 맞아도 전혀 문제 없고 악당들은 맨몸으로 총 한자루 달랑 쥐고 다 죽어나가고 악당들이 더 불쌍해요  ",4
믿고거르는 중졸배우 정우성 난민가즈아  ,1
당신은 피해서 갈 수도 있습니다. 돌아가시오.!  ,1
할말없음. 10자 써야되네. 팝콘은 역시 카라멜이 진히  ,1
악마를 보았다 ㄷㄷㄷ 제목을 바꾸자  ,1
"다..피했었는데..리얼 등등 오랜간만에 패배다 ,,분하다ㅏㅏ  ",1
다른영화 보세요. 말하기도싫어요...  ,1
친일이 싫어요.. ㅠ.ㅠ  ,1
남편이 이거 보자고 하길래 우선 미션본다음 사람들 평점본후 인랑보자고 한국영화는 먼저 보는거 아니라고 했는데...다행이다싶다;;  ,1
정우성 나오는 인랑 핵노잼   그냥 에어컨 바람 9천원 주고 쐬고 왔다고 생각  ,1
OO.이걸영화라고;  ,1
골든슬럼버보고서 엄청 돈 아까왔는데 이거 봐야하나..또 한효주인데 영 기대치가..  ,2
왜 인랑이라는 제목을 붙였는지 딱 보면 아네요 밎에 골든슬리버 얘기했는데요 정말 잘 지적해ㅜ네요 참 짜증나게 재미없음 멘폼만잡고 영화 들럿게 재미없음  ,1
관람객정우성~ 강동원~ 액션만 눈에 띄엇다~스토리가 난해하다 ㅠ  ,4
그나마 괜찮은건 소리밖에 없다. 총 갈기는 소리가 제일 사실적이고 선명했던 영화. 서사도 없고 왜 제목이 인랑인지도 모르겠고 멜로는 왜 이따구인지도 모르는 어이없는 영화. 제일 돋보인건 아이돌출신 민호의 미친 것처럼 웃는 연기라면 사람들이 믿을까?ㅋㅋ  ,1
진짜 돈낭비 시간 낭비하고 싶으면 보는걸 추천드려요  ,1
난민의 아버지 정우성 때문에 안보려고요  ,1
영화보고 나니 위장암이 재발  ,1
이제 한효주 영화는 걸러야겠다...  ,2
인랑에 인이 참을인입니다.  ,2
좌좀 새 기들 영화가 그렇치 ㅋㅋㅋㅋ 안보고 1점 줌 ㅋㅋ  ,1
설명충은 왜캐 많고 내용은 왜이러냐;;실망  ,1
강동원은 넘 과대평가 된 배우지..연기며..외모며..  ,2
좌좀 정우성은 느그 좋아하는 난민 델꼬가서 보지 그러냐? 안그래도 영화 폭망했는데 난민이라도 데려가서 관객수 채워야지 ㅋㅋ  ,1
재미도 없고 감동도 없고 스토리도 없고 시간과 돈을 버린 하루  ,1
영화관에서 꿀잠 잘수있는 영화 ~~!! 저는  별 반개 드릴게여시원하게 잘잤음..  ,1
이 출연진으로 이런영화라니....너무 괘씸하고 짜증난다....  ,1
도대체 검토는 하고 상영을 한 것인가. 중간중간 확인하면서 문제점을 발견하지 못 한 것일까?  ,1
너무너무 재미없네요 안보길잘했음  ,2
레알  개 재미없음. 개 망작  ,1
올 여름 최악의 영화. 도중에 나오고 싶었으나. 배우들 불쌍해서...  ,2
총에서 맥주병따는 소리날 때부터 맘에 안들었음  ,1
진짜개연성하나도없고 ㅈ노잼.... 차라리 파워레인져 매직포스가 더재밋겟다  ,1
설마설마했는데...한효주 역이 영화를 망쳤다.매력없고 작위적이고 연기력도 없어.액션에서 갑자기 멜로 거기다 신파까지종합환장파티감독님 그 돈을 들여 왜 이런 영화를 만들었나요  ,1
나도 감독할 수 있겠다는 확신이 든다.  ,1
영화를 안봐도 평점을 남길 수 있군요  ,1
딴말 필요없다 조온나 노잼  ,2
OOO기 정우성 나오는 영화 난민호구  ,1
강동원때매 봤는데 ㅠㅠ  ,1
보지마세요 제발 제발 보지마세요  ,1
영화도 개판~ 이나라도 개판 =난장판 ㅋ정우성 연기 때려치고 난민과함께 꺼져라~!!  ,1
노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼노잼  ,1
"부모님이 영화보고오셨는데, 무슨내용인지 전혀모르고나오셨다고한다...오랜만에 시간내서 영화관가셨는데 너무속상하다. 서민들이 즐겨찾는 문화생활인만큼 서민들도 알아듣기 쉽게 제작했으면 좋겠다  ",1
배우들의 연기력과 색다른 연출이 돋보였습니다.재밋게 봤습니다.  ,10
극장에서 보다가 욕나옴... 호불호 완전 갈리지만 난 진짜 별로...  ,1
이런 글 안쓰는데 첨 써 본다 너무 재미없음  ,1
재미 없네요.. 잠만 자다 나왔습니다. 수면제로 딱이네요 ㅎㅎ  ,1
그래서...인랑이 뭐고 영화의 결론이 뭐죠..?내가 이해력이 부족한 건가...  ,1
예고편 안보고 갔는데 한효쥬 정우성나오는 순간 불길함을 느낌....특히 믿고 거르는 한효주 역대급 망작  ,2
보다가 정말 뛰쳐나가고 싶었지만 결말이 궁금해서 끝까지 참았는데 결말도 없네   ㅅㅂ  ,1
진심 왜 인랑인지 모르겠음 다된밥에 멜로뿌리기  ,2
진짜 내가만들어도 이것보다 잘만든다개억지 7세관람가  ,2
"어제 용산CGV에서 6:20영화 봤는데 진짜 최악. 리얼, 클레멘타인 급 맞음  ",1
정우성이 영화 다 망침!  ,1
한효주때문에 안볼라다 봤는데 돈이 이렇게 아까운적이 없었음  ,1
정우성씨 흥행잘안되는데 난민들한테 인랑좀 봐달라고 하세오~~  ,1
한효주가 안나왔어야 됬어요ㅠ.ㅠ  ,6
남자배우들이 재수 없다  ,1
개연성도 없고 그냥 감독 의식의 흐름으로 만든것 같습니다.  ,1
다세포소녀급 이건 뭐 처음부터 망작이라는건 알았지만리얼루 망작일줄이야;;  ,1
아까운 주말을 이거 보는데 쓰다니 ㅜㅜ 울고싶네여  ,1
별 반개도 아까움...ㅠㅠ 절대 보지마셈 ㅠㅠ  ,1
원작 좋아해서 봤는데. 액션이랑 임중경 이은희가 동질감으로 애틋해지는것도 괜찮았다. 근데 결말이 너무 어처구니가 없어서 욕이 막 나옴^^ 김지운 감독 달콤한 인생때 실력 어디가고 이땀 엔딩을..ㅉㅉ 오시이 마모루가 이거 보면 고소할지도 모름  ,5
별 반개도 아깝다. 덕분에 푹 잘잤다  ,1
정우성은 몇년째인데 연기자체가 안 느냐jQuery22407585616139757574_1532765389823 몰입불가 캐릭터 맨날 똑같고  ,1
안봐도 노잼같아서 1점주고간다 한국영화를 할리우드 영화랑 같은 돈주고볼 가치가 있나  ,1
잠만잤다 아 내돈 내놔라  ,1
안 본 사람이 진정한 승리자  ,1
보는내내 리얼을 피한 내가 왜 이걸 피하지 못한걸까 한숨 푹푹.. 내용 이해도 안되고 좋은 배우들 데려다가 필모그래피에 먹칠한것 같아서 아쉬움. 컬쳐데이에 봤는데도 돈 아까웠으니 그냥 제돈주고 보신분들 땅을치고 후회할듯. 리얼이 이랬겠구나.. 싶었음  ,2
맥락도 없고 납득도 안 되는 영화... 머지? 왜? 만 남는다  ,1
개연성 없는 스토리. 뜬금없는 연애질. 명분없는 싸움과 총질. 비싼 배우들 데려다가 멋있는 표정 짓고 끝남. 시놉시스 자체가 엉망  ,1
내용 왜 이럼? 0점 선택 불가능함?그냥 한효주 너무 예쁘고 강동원 잘생겼다 정도 밖에 느낀 점이 없다.  ,1
김지운 감독님 영화중에 가장 실망스러운 영화  ,1
정우성 발연기.ㅋㅋㅋ  ,1
관람 후 더위먹고 병원감.  ,1
친일파 후손임에도 당당하게 스크린에 나오는 모습. 으썸합니다.  ,1
정우성 극혐. 난민찬성이나하구와  ,1
"관람객내가 하고 싶은 말을 강동원이 다 해줌. “나가!”, “그만!!! 그마안!!!!”  ",1
관람객쌩뚱맞은 로맨스에 스토리도없고 이해도안되고 1점도아깝다  ,1
 영화표 등급제가 필요함 이런 영화는 2천원정도...미션임파서블은 2만원이라도 볼꺼  ,2
1점도 아깝다...ㅠㅠㅠ  ,1
이거 7점이상 준사람들 솔직히 알바아니냐?  ,1
오랜만에 내돈으로 친구영화 보여줬는데 왜 내가 욕을 그리 먹어야 했나..  ,2
인랑볼까 미션임파서블 볼까 고민한 내가 부끄럽다  ,1
와.... 진짜 이건.. 할말이 없다 진짜.. 무슨 내용인지 ㅋㅋㅋㅋ  개연성도 없도 액션이 와 소리 나오는것도 아니고. 폭탄자살한 애 다시 나올때 놀란거 빼고 이런 망작을 돈주고 봤다는게 놀랍다. 기대작이라 개봉하자 마자 봤는데 너무 서둘럿네  ,1
무식한 놈들의 이해못하는 정치 스토리와 로맨스라고 착각하는 무식한 놈들의 합작으로 평가 조작하는 호감순은 역시 한국은 무뇌아들이 많은듯 ㅋㅋㅋ  ,9
댓글 왜그러냐 재미있다 평타이상은 한다  ,10
전 알바도아니고 그냥이런거 잘쓰지도않는데이해가안가서요..물론 다들 느끼는게 다른거니까 노잼이였을순있는데 저처럼 재밌게 본 사람도 있는데 너무 평점좋거나 재밌다고하면 영화볼줄모르는사람취급하고  알바라하고 그러는건 좀 아닌것같네요ㅜㅜ답은없는거잖아요  ,8
전 신과함께보다 더 재미있게봤어요~ 로맨스만 빼면 진짜 괜찮았을텐데...  ,10
정우성씨 좌파가 재벌이 20조 내라는 헛소리 하죠. 정우성씨가 재산  팔아서 난민들한테 나눠주세요. 거울 볼 시간에 독일 난민받고 여성들이 어떻게 강간 살해 당하고 있는지 유투브라도 한 번 보세요.외국인들은 한국인 IQ높아서 난민 반대한다고 응원해요  ,1
"걍 이돈으로 찜질방이나 가는게 핵이득,,,  ",1
리얼 이 더 재미있지 않나요?  ,1
관람객그럭저럭 볼만하긴한데 개연성이 부족  ,8
제발 무리한 sf영화는 이제 그만...  ,1
"내 이럴줄 알았다, 개망이네  ",1
"최근 3년중에, 단연 최고에 영화!불면증을 한방에 날린! 단비같은 영화!중간 중간 총소리도 나를 깨울순없었다!고마워요 인랑! 덕분에 시원한곳에서,꿀잠잤어요! 불면증 여러분! 꼭 보세요!꿀잠보장:)  ",1
34살입니다 영화보다가 중간에 나온 영화는 처음입니다 정말 최악입니다  ,1
이영화보고 잼있다는분 걍 사람이 아님 개취를 떠나서 진짜 개쓰렉  ,1
이런 스토리에서 배우들이 감정연기를 하는걸보고 역시 배우는 배우다 라고 느꼈다  ,2
한효주 연기가 너무 어색해서 짜증났음.ㅡㅡ 재미도 없고.... 내 돈 내놔 ㅠㅠㅠ  ,1
정우성 나오고 평점봐라 ㅡㅋㅋㅋ안봐야지 ㅎㄷㄷ  ,1
0점은 왜 못주는것일까  ,1
돈으로 환산하면 3000원어치 값밖에 못하는 쓰레기  ,3
희대의 병 신 같은 영화의 결정체  ,1
진짜 재미 없더라 개연성도 없고 의미도 모르겠고 정우성 한효주 발연기 진짜  손발이 오글거리더라 영화보다 잠자는 경우는 첨이었다  ,1
올해 최악의 영화 인랑 염력  ,2
노잼쓰레기 선동영화 우홰홰  ,1
이게 나라냐정우성 끝났네  ,1
클레멘타인으로 안구정화하러 갑시다  ,1
내인생 최고의 영화입니다^^  ,2
음 노잼입니다 노잼이에요 대노잼입니다  ,1
클레멘타인 성냥팔이 소녀의 재림을 이을 띵작  ,10
정우성 작품보는 눈이없는건지 연기를 못하는건지...앞으로믿고거름  ,1
정우성 예멘 난민 / 강동원 친일파 후손 / 한효주 동생 군대사건 / 출연 배우부터 망작 1점  ,1
관람객왜 사람들이 노잼노잼했는지 알겠네.강동원은 나오는영화마다 다 개쳐망하네  ,1
친일파 얘기로 싱숭생숭인 강동원씨랑남동생이 군대에서 괴롭히는 가해자인 한효주씨랑난민문제 때문인 정우성씨가 3단 콤보로 등장해서사람들이 그냥 욕하고 안보는 것 같아요 ㅠㅠ보고싶은데 상영관이 너무 없어서 못보는중이라 아쉬워서 써봐여...  ,6
중졸새끼중졸새끼중졸새끼중졸새끼  ,1
개연성이 1도 없고 걔네끼리 왜그렇게 죽여가면서 싸우는지 그 명분이 너무나도 허술함. 발연기 샤이니 민호끼워넣기는 뭐임? 남녀주인공은 그와중에 첫눈에 반해서 사랑에 빠짐ㅉ  ,1
와 .. 알바필력 보소 ;  ,1
",,,한국영화 이래서 보기싫음 캐스팅도 별로  ",1
오늘 볼까하다가 역시 댓글은 정확하구나  ,1
헐 ..그렇지 않아도 더워서 짜증나는데 ....  ,1
관람객그냥 무난하게 볼만한영화ㅎㅎ 배우들연기는 대체적으로 좋았어요  ,7
